tweet_id,created_at,customer_text,response_text,weak_suggestion,human_intent,human_auto_handle,human_reply_score,human_notes
2804433,Wed Nov 22 01:59:14 +0000 2017,@AppleSupport @115858 Terrible battery life on iPhone 6S after updating to ios 11.0.3. 80% to 65% in just 5 minutes. This is just annoying. Considering switching to other brand.,@782223 We know how important it is to depend on your battery life. Let’s work together to find out what’s happening. Reach out to us in DM and we will help. https://t.co/GDrqU2kzhr,device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2286723,Sun Nov 12 00:33:13 +0000 2017,"@AppleSupport New Version, Iphone 6 plus, CPO from a warranty exchange",@664427 We'd like to look into this further. Please click here to join us in DM: https://t.co/GDrqU22YpT,device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
1649522,Sun Nov 05 20:07:31 +0000 2017,@AppleSupport Thanks,@503857 You are very welcome. Have a great rest of the day!,other,other,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
795420,Sun Oct 08 02:33:18 +0000 2017,"Hey @115858 / @AppleSupport, iOS11 has been draining my battery more quickly now than ever. Huhu I miss iOS10. Please. Fix. This. 😔",@309649 We'd like to help. Please send us a DM so we can gather some info and get started on this with you. https://t.co/GDrqU22YpT,device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2206136,Thu Nov 09 07:06:08 +0000 2017,@AppleSupport how do I️ stop the keyboard making these weird symbols when I️ type the letter I️. The letter after H. I️ can’t take it anymore. I️ think I’m going crazy.,@645029 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,technical_howto,technical_howto,yes,5,Response directly addresses the stated issue with an actionable answer or appropriate resource.
449514,Thu Nov 30 20:37:28 +0000 2017,@AppleSupport Happens in m multiple shots. iOS 11.1.2. No cover over the lenses either.,@221532 Thank you. We'd like to look in to this further. Please DM us about this and we'll go from there. https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2571987,Thu Nov 16 19:07:58 +0000 2017,@AppleSupport just a quick question but is there any way to disable Bluetooth when I turn my iPhone on ?,"@158590 Bluetooth and Wi-Fi work a little differently in iOS 11. To completely disable Bluetooth, you would need to visit the iPhone's Settings. Check out this article: https://t.co/G7BHuQnDS6",device_issue,device_issue,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
2690888,Sun Nov 19 14:36:42 +0000 2017,"Does anybody else have issues with the Timer on their iPhone? Since iOS 10 he doesn‘t ring anymore...
I overcooked my pasta a dozen times because of this bug.

@AppleSupport","@756476 We don't want you having to deal with overcooked pasta! Meet us in DM, tell us which exact version of iOS you're using and which country you're in, and we'll get to the bottom of this. https://t.co/GDrqU22YpT",device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
643225,Mon Oct 23 15:59:56 +0000 2017,@AppleSupport Hi. Your iStore at the V&amp;A Waterfront helped me with a quick back-up and a total while of my laptop. All is now sorted.,@272708 Awesome. We're happy to hear it's all sorted.,order_purchase,order_purchase,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
1058936,Mon Oct 23 04:03:10 +0000 2017,So iOS 11 sucks and apparently I can’t charge my phone anymore @115858,"@370009 We'd like to help get your iPhone charged. To start, check out these steps: https://t.co/uqxquyfdn0 Let us know what happens.",billing_payment,billing_payment,yes,5,Response directly addresses the stated issue with an actionable answer or appropriate resource.
148183,Fri Nov 24 11:04:31 +0000 2017,Last @115858 iOS update sucks!!!! Slow down my #iPhone6 and the battery dies so fast. Is this the way you're trying to sell iPhones? @AppleSupport Mobiles shouldn't have #PlannedObsolescence #mobile #iPhone #iPhone6 #iPhoneUpdate #AppleLovers,"@149707 We want to help you with these issues so you can enjoy using your iPhone. 

Please send us a DM and let us know the exact iOS version you're using since updating your device, and we'll work together from there: https://t.co/GDrqU22YpT",device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1857913,Thu Oct 19 09:59:29 +0000 2017,@AppleSupport please can you help me fix autocorrect  - when typing ‘is’ it autocorrects to I.S. Not good and very annoying. Tks,@555562 We'll help out. Are you updated to iOS 11.0.3? What iPhone model is this? DM with that info and we'll work on sorting this out. https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2053379,Fri Oct 06 01:31:23 +0000 2017,@AppleSupport in Birmingham in the #Summit made me wait at the Genius Bar for 3 hours then canceled my appointment. Way to go @115858  #UnHappyCustomer,@607268 It's important to us you get the help you're looking for. Send us a DM and tell us a bit more about your experience so far. https://t.co/GDrqU22YpT,subscription_cancel,app_service_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up. Intent corrected from weak suggestion to app_service_issue based on the customer request."
1593335,Sat Nov 04 21:38:43 +0000 2017,You really can’t do anything with this... #iOS11 #bug @AppleSupport https://t.co/zjAIlnaQzW,@489695 Thanks for reaching out to us. Can you DM us more information on the issue you're having? https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2952382,Wed Nov 29 18:07:03 +0000 2017,@AppleSupport An iPhone X model A1901,@815213 Thank you for confirming that for us. Could you please also confirm what iOS version you're running?,device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2524598,Thu Nov 16 01:54:26 +0000 2017,this stupid glitch with the ! and the ?box gotta go. @115858 @AppleSupport !!!!!!!,@718909 We're here for you. Please tell us the exact version of iOS 11 you have installed on your device. You'll see this in Settings &gt; General &gt; About.,other,other,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
306092,Fri Nov 03 06:25:44 +0000 2017,Ok @115858 After the most recent update I now own a $2000 paperweight,@189080 We can certainly help if you're running into issues. Reach out to us in DM and tell us more about what's going on. https://t.co/GDrqU22YpT,status_followup,status_followup,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2455373,Wed Nov 15 03:24:35 +0000 2017,@AppleSupport @115858 You are terrible. Been trying to recover my Apple ID for a week and you won't help. Going to switch phones #BadApple,@703379 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,account_access,account_access,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
1061476,Mon Oct 23 07:10:56 +0000 2017,Hey @115858 how do I undo the update that automatically happened when I was asleep this week? My new phone is now losing battery 3x faster,"@295064 We don't have a way to remove iOS 11, but we would like to look into this with you. What is your exact iOS version?",device_issue,device_issue,yes,5,Response directly addresses the stated issue with an actionable answer or appropriate resource.
2005435,Sat Nov 04 01:08:02 +0000 2017,@AppleSupport can you please help me with my autocorrect issue like you helped @592259 I’m out here strugglinggg,@593043 We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
1155291,Thu Oct 26 08:15:10 +0000 2017,@AppleSupport ???,@165813 Did you have a chance to try out the suggestion of booting into Safe Mode and testing Finder there? Please DM us. https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
1217573,Wed Oct 25 15:32:16 +0000 2017,@AppleSupport When I have the phone open I push the green to answer and call failed comes up,"@405705 Okay, thanks. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.",other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
963251,Sun Oct 22 03:25:31 +0000 2017,@348591 @AppleSupport I agree! Mine too! It ducks!:),@354174 We'd like to know more about what you're experiencing. DM us and we'll pick up from there. https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
1598095,Sun Nov 05 00:18:40 +0000 2017,WOULD BE FUCKING COOL IF I️ COULD TYPE THE LETTER “I” @115858 !!!!!!,@490870 We'd like to help. Please work through the steps here: https://t.co/tTi2c9SDuV to see if we can get it working properly.,other,other,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
358944,Tue Oct 10 16:17:19 +0000 2017,@AppleSupport Expected behaviour ??  We wish that the wifi and Bluetooth actually switched off when used in Control Center !,"@201006 If you like, you can leave your thoughts on this at our Feedback website: https://t.co/J46COPJzUo",other,technical_howto,no,2,Response is too generic or does not provide enough information to resolve the stated issue. Intent corrected from weak suggestion to technical_howto based on the customer request.
354563,Thu Oct 12 01:07:35 +0000 2017,Hello @118936 @115858 @AppleSupport my iPhone 7 that I bought in March is freezing a lot and been glitchy a lot what do I do. Thank you,@200274 Thanks for reaching out for support. We're here to help. Can you please tell us when you first encountered this issue?,order_purchase,order_purchase,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
1912920,Wed Oct 18 12:38:59 +0000 2017,@AppleSupport so much disappointed for updating to iOS 11. Rather than staying in 10.3.3. So much bugs. Iphone 5s,@569804 We'd like to help. Are you currently using the same Apple branded cable and charger that came with your iPhone to charge it?,device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed. Intent corrected from weak suggestion to device_issue based on the customer request.
2557356,Thu Nov 16 14:38:42 +0000 2017,@AppleSupport so... why are ALL my messages gone?,"@726043 Thanks for reaching out to us for support. We would love to help you. When you have a free moment, can you please tell us if your referring to text messages or e-mail messages? Also, can you please tell us if you're using an iOS device or computer?",other,other,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
1276380,Thu Oct 26 20:15:18 +0000 2017,@AppleSupport Probably since Feb.  You guys took me through steps including reloading my phone.  Problem still there.  Reading online it’s widespread.,@418767 Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,technical_howto,technical_howto,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2073173,Tue Oct 10 01:46:56 +0000 2017,@115858 the software updates have made my phone a lovely paperweight. Phone won’t even charge though it’s plugged in and shows it is charging,@566635 We want your device working and expect it to charge. How long has it been charging? Do you get an error message? Send us a DM. https://t.co/GDrqU22YpT,billing_payment,billing_payment,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1625355,Sun Nov 05 13:27:03 +0000 2017,@AppleSupport why does my brightness on my phone keep changing on its own since the update and no sign of an auto brightness option??,"@497751 Thanks for reaching out, we can help direct you. Take a look here: https://t.co/bkqEVCrK2l",status_followup,status_followup,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
2784567,Tue Nov 21 18:01:04 +0000 2017,@115858 my iPhone 8 didn’t come with the headphones connected to the adapter. I have to use the adapter to connect it. But how comes others on their headphones it’s already on theirs in one piece? 🤔,@777494 Thanks for bringing this to our attention. We want to make sure that you received all the accessories correctly with your iPhone 8 purchase. Where did you purchase your iPhone 8?,device_issue,order_purchase,no,2,Response is too generic or does not provide enough information to resolve the stated issue. Intent corrected from weak suggestion to order_purchase based on the customer request.
1641315,Sun Nov 05 23:44:29 +0000 2017,@115858 when are you gonna figure out this “type a capital letter eye” and get a question mark in a box issue?,@115984 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,other,yes,5,Response directly addresses the stated issue with an actionable answer or appropriate resource.
328079,Sat Oct 07 14:43:04 +0000 2017,"@AppleSupport that itunes performance on windows is horrible... i don't bought apple music to wait 1 min while opening itunes... 
 1/2",@194215 Let's look into this together. Let us know which version of Windows you have installed and what is the current iTunes version?,app_service_issue,app_service_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed. Intent corrected from weak suggestion to app_service_issue based on the customer request.
2014517,Sun Nov 05 18:39:07 +0000 2017,@AppleSupport Just highly surprising and frustrating I’ve had to go to your store three nights in a row because of it for two separate issues.,@484413 We completely understand. Don't hesitate to reach out if you need us after going to the store. We'll be happy to help. https://t.co/GDrqU22YpT,order_purchase,order_purchase,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
1989034,Thu Nov 02 06:44:28 +0000 2017,"@115858, why do y’all create updates that kill my older devices? Makes me livid. I️ refuse to drop $600 on a new phone when I️ had one that was perfect before IOS 11.","@588696 We'd like to hear more about the issues you are experiencing since the update. Please, DM us below to get started. https://t.co/GDrqU22YpT",status_followup,status_followup,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
